@RELATION weather_kag

@ATTRIBUTE temperature REAL
@ATTRIBUTE humidity REAL
@ATTRIBUTE wind_speed REAL
@ATTRIBUTE cloud_cover REAL
@ATTRIBUTE pressure REAL
@ATTRIBUTE rain {no_rain,rain}

@DATA
23.720337598183118,89.59264065174611,7.335604391040214,50.501693832913155,1032.378758690279,rain
24.21084872171621,70.66970730712677,12.26571157202924,61.55729545542656,1041.7153889946196,rain
10.469745010908879,90.87209911995029,9.723241935152904,76.16533303200376,1001.3261294039288,rain
23.622079574922424,74.36775792086564,7.050550632784658,67.25528206034686,982.6320127095369,rain
20.591369983472617,96.85882241307947,4.6439209259534975,47.67644427890656,980.8251417426507,no_rain
26.147352826666403,48.21726041042326,15.258546760433369,59.76627863227763,1049.738751014439,no_rain
11.505636790731746,98.10535320961498,2.3802709441666603,85.46041335567958,1048.9591211854186,rain
32.29432501955199,51.84847107,2.873620839084101,92.55149725,1006.0417334780344,no_rain
34.09156901252573,48.05711447385431,5.570206017562278,82.52487276907972,993.7320466194785,no_rain
19.58603797064444,82.97829323,5.7605365867061025,98.0144499,1036.5034571561982,rain
29.793125952066614,81.31765126927587,16.92609873392226,93.92329417135517,1029.4026903671104,no_rain
23.22237299382261,76.87794305987336,15.825673129009745,72.86978986682412,980.1089338550743,rain
24.201114027348307,45.14653801209415,11.572712664104507,5.253042102,1033.9858671128165,no_rain
19.092769273565565,87.3117359,10.72362837024205,78.43974193260598,1007.0859824501674,rain
11.775901454947174,96.96000891012494,6.377567064219846,47.33186956586549,1046.4042876128824,no_rain
12.178232492538518,67.21240726760512,11.844365499652893,6.099703563643343,1003.2915258768854,no_rain
10.505459936008142,75.45609114405701,14.79733117529648,99.14233105026427,1011.5771942728558,rain
30.81549613869845,65.04844693143934,7.681961102168988,57.03767176214433,980.3486633971628,no_rain
29.453918773746263,49.84904005718227,10.191240572887503,45.90040227489703,1037.707488191113,no_rain
12.551120268700702,89.74145333,14.528977697146797,77.42655997733135,1009.8163432855304,rain
34.46545856,51.93943659144392,12.995817134168615,42.84011694565088,1018.9512813318613,no_rain
29.97896410541809,43.359500291490775,10.71100264,18.32707471881192,1044.8620557941772,no_rain
21.53698406,93.13465428405223,1.4244492228378247,71.89489921540743,990.9355668250895,rain
29.513229407161386,90.08786938326801,3.5203042355582204,0.7866902523575692,1040.7130729051646,no_rain
12.968192973856102,82.03381579540653,2.413298907684769,92.19734138855232,999.5283858,rain
25.998025533188095,55.70759887921193,12.462965849045894,4.371621836509809,1044.7119321839634,no_rain
13.58383218522616,95.73548495829691,2.1622550340910007,71.48299959022737,1037.564854,rain
33.616722926239596,45.56614284629671,0.5798973996325296,95.30194928093334,1011.0086021461362,no_rain
11.603687408719608,80.31709977262793,13.644315052590398,65.31136838100272,1007.0576657436122,rain
